                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    141,                0.61111,                0.67328,                 0.9258,                0.84176,                0.78272,                0.86257,                  0.684,                0.56022,                0.77685,                0.89186,               0.007491,               0.007491,               0.007491
                    142,                0.61112,                0.67394,                0.92604,                0.84065,                0.78272,                0.86385,                0.68692,                0.55859,                0.77113,                0.89126,              0.0074561,              0.0074561,              0.0074561
                    143,                0.60693,                 0.6612,                0.92517,                0.83961,                0.78272,                0.86437,                0.68822,                0.55866,                0.77218,                0.89136,              0.0074211,              0.0074211,              0.0074211
                    144,                0.60867,                0.67002,                 0.9241,                0.83981,                0.78227,                0.86472,                0.68848,                0.55846,                0.77007,                0.89121,              0.0073861,              0.0073861,              0.0073861
                    145,                0.60937,                0.66085,                0.92403,                 0.8401,                 0.7801,                0.86477,                0.68805,                0.55805,                0.76891,                0.89069,              0.0073511,              0.0073511,              0.0073511
                    146,                0.61451,                0.67072,                0.92469,                0.83806,                0.78534,                0.86498,                0.68773,                0.55751,                0.76799,                 0.8906,              0.0073161,              0.0073161,              0.0073161
                    147,                0.60696,                0.65769,                0.92133,                0.83705,                0.79337,                0.86552,                0.68767,                0.55781,                0.76816,                0.89068,              0.0072811,              0.0072811,              0.0072811
                    148,                  0.609,                0.65424,                0.92732,                0.83693,                0.79271,                0.86561,                0.68765,                 0.5577,                0.76701,                0.89024,              0.0072461,              0.0072461,              0.0072461
                    149,                0.60876,                 0.6602,                0.92097,                0.83736,                0.79519,                0.86597,                  0.689,                0.55611,                 0.7645,                0.88944,              0.0072111,              0.0072111,              0.0072111
                    150,                 0.6054,                0.65207,                0.92204,                0.83493,                0.79447,                0.86626,                0.68896,                 0.5569,                0.76501,                0.88979,              0.0071761,              0.0071761,              0.0071761
                    151,                0.60569,                0.65397,                0.92338,                0.83262,                0.79581,                0.86649,                0.68968,                0.55624,                0.76516,                0.88919,              0.0071411,              0.0071411,              0.0071411
                    152,                0.60521,                0.64955,                0.92106,                0.83027,                0.79319,                0.86623,                0.68956,                0.55627,                0.76654,                0.88892,              0.0071061,              0.0071061,              0.0071061
                    153,                0.60327,                0.65908,                0.92212,                0.83661,                0.79086,                0.86613,                 0.6899,                 0.5559,                0.76793,                0.88903,              0.0070711,              0.0070711,              0.0070711
                    154,                0.60631,                0.64736,                0.92056,                0.83903,                0.79139,                0.86373,                0.68931,                0.55597,                0.76723,                0.88897,              0.0070361,              0.0070361,              0.0070361
